,host_id,number_of_reviews,neighbourhood_cleansed,host_acceptance_rate,host_response_rate,room_type,amenities,price,host_verifications,bathrooms_text,description,host_name,id,number,type,listing_id
2037,186011,13,Bordeaux Sud,73%,100%,Entire home/apt,20,102.0,"['email', 'phone']",1 bath,1000.0,Joshua,16184225,1.0,bath,16184225
2038,12595418,248,Centre ville (Bordeaux),99%,100%,Entire home/apt,25,95.0,"['email', 'phone']",1 bath,1000.0,Laurence,16304222,1.0,bath,16304222
2039,3774373,361,Bordeaux Sud,100%,100%,Entire home/apt,19,97.0,"['email', 'phone']",1 bath,779.0,Stéphane & Virginie,16306445,1.0,bath,16306445
2040,17880735,72,Chartrons - Grand Parc - Jardin Public,95%,100%,Entire home/apt,35,65.0,"['email', 'phone']",1 bath,618.0,Aurore,15416487,1.0,bath,15416487
2041,106704448,196,Bordeaux Maritime,100%,100%,Entire home/apt,18,97.0,"['email', 'phone']",1.5 baths,340.0,Monique,16307577,1.5,baths,16307577
2042,106716283,251,Centre ville (Bordeaux),99%,100%,Private room,7,55.0,['phone'],1 private bath,1000.0,Florence,16309007,1.0,private bath,16309007
2044,29925659,45,Bgles,88%,100%,Entire home/apt,37,89.0,"['email', 'phone']",1 bath,1000.0,Olivier,16185318,1.0,bath,16185318
2047,71967495,116,Chartrons - Grand Parc - Jardin Public,58%,100%,Private room,44,60.0,"['email', 'phone', 'work_email']",1 private bath,1000.0,Séverine,15418075,1.0,private bath,15418075
2051,32065225,75,Caudran,89%,100%,Private room,27,31.0,"['email', 'phone']",1 shared bath,1000.0,Odette,15425959,1.0,shared bath,15425959
2054,49882319,91,Chartrons - Grand Parc - Jardin Public,87%,100%,Entire home/apt,45,328.0,"['email', 'phone']",2 baths,1000.0,Julie,16216371,2.0,baths,16216371
2056,11605863,75,Centre ville (Merignac),73%,70%,Entire home/apt,20,70.0,"['email', 'phone']",1 bath,163.0,Cathy,16254612,1.0,bath,16254612
2057,96844683,68,Lormont,100%,100%,Private room,54,43.0,"['email', 'phone']",1.5 shared baths,546.0,Elisabeth,15426984,1.5,shared baths,15426984
2060,20639847,9,Chartrons - Grand Parc - Jardin Public,80%,100%,Entire home/apt,8,99.0,"['email', 'phone']",1 bath,511.0,A-Sophie,16373177,1.0,bath,16373177
2061,20550574,13,Centre ville (Bordeaux),67%,100%,Entire home/apt,13,105.0,"['email', 'phone']",1 bath,985.0,Marion,15439753,1.0,bath,15439753
2063,106518921,16,Chartrons - Grand Parc - Jardin Public,70%,100%,Entire home/apt,36,100.0,"['email', 'phone']",1 bath,629.0,Sophie Et Nicolas,16284349,1.0,bath,16284349
2065,82610759,28,Saint-Mdard-en-Jalles,82%,100%,Entire home/apt,30,204.0,"['email', 'phone']",2 baths,1000.0,Clarisse,15444056,2.0,baths,15444056
2067,18796190,130,Centre ville (Bordeaux),99%,97%,Entire home/apt,18,142.0,"['email', 'phone']",1 bath,497.0,Julie,16294788,1.0,bath,16294788
2069,71938053,24,Floirac,96%,100%,Entire home/apt,50,160.0,"['email', 'phone']",3 baths,1000.0,Pascale,16785762,3.0,baths,16785762
2070,16391087,21,Arago-La Chataigneraie,100%,100%,Entire home/apt,51,190.0,"['email', 'phone']",2 baths,279.0,Julien,16788885,2.0,baths,16788885
2071,107357568,231,Bordeaux Sud,100%,93%,Private room,24,28.0,"['email', 'phone']",1 private bath,470.0,Valerie,16389160,1.0,private bath,16389160
2074,4639813,7,Cap de Bos,100%,100%,Private room,31,75.0,"['email', 'phone', 'work_email']",1 private bath,1000.0,Isabelle,16791144,1.0,private bath,16791144
2075,11499949,41,Centre ville (Bordeaux),100%,100%,Entire home/apt,30,230.0,"['email', 'phone', 'work_email']",2 baths,988.0,Eric,15465648,2.0,baths,15465648
2076,111104014,10,Saint-Aubin-de-Mdoc,100%,100%,Entire home/apt,19,310.0,"['email', 'phone']",2 baths,1000.0,Veronique,16792974,2.0,baths,16792974
2081,28396180,38,Saint Augustin - Tauzin - Alphonse Dupeux,91%,100%,Entire home/apt,22,61.0,"['email', 'phone']",1 bath,544.0,Xavier,15491701,1.0,bath,15491701
2082,17804577,58,Caudran,96%,100%,Entire home/apt,33,180.0,"['email', 'phone']",1.5 baths,898.0,Fisso,16416314,1.5,baths,16416314
2083,111768522,18,Martignas-sur-Jalle,40%,80%,Private room,15,42.0,"['email', 'phone', 'work_email']",1 shared bath,982.0,Laurence,16816850,1.0,shared bath,16816850
2084,92174578,36,Le Bouscat,91%,100%,Entire home/apt,45,95.0,"['email', 'phone']",1 bath,1000.0,Marie Gabrielle,16817135,1.0,bath,16817135
2085,62392444,21,Le Bouscat,75%,100%,Entire home/apt,33,150.0,['phone'],1 bath,506.0,Marlène,15504355,1.0,bath,15504355
2087,18307841,146,Nansouty - Saint Gens,92%,100%,Entire home/apt,45,76.0,"['email', 'phone']",1 bath,1000.0,Jeanne,16420324,1.0,bath,16420324
2088,80027249,47,Sardine,100%,100%,Private room,35,31.0,"['email', 'phone']",1.5 baths,600.0,Marie Helene,16421338,1.5,baths,16421338
2089,72691486,3,Centre ville (Bordeaux),84%,60%,Entire home/apt,34,207.0,"['email', 'phone']",1.5 baths,1000.0,Arnaud,16849406,1.5,baths,16849406
2090,99619429,28,Arlac,96%,100%,Entire home/apt,34,56.0,"['email', 'phone']",1 bath,1000.0,Marjo,15507003,1.0,bath,15507003
2091,9382960,22,Centre ville (Bordeaux),93%,94%,Entire home/apt,38,207.0,"['email', 'phone']",1.5 baths,1000.0,Kareen,16852874,1.5,baths,16852874
2092,9382960,0,Centre ville (Bordeaux),93%,94%,Entire home/apt,42,72.0,"['email', 'phone']",1 bath,1000.0,Kareen,16854046,1.0,bath,16854046
2093,79509184,120,Centre ville (Bordeaux),93%,100%,Private room,21,41.0,"['email', 'phone']",1 private bath,1000.0,Patricia,16433501,1.0,private bath,16433501
2094,99660212,34,Centre ville (Bordeaux),70%,100%,Private room,44,53.0,"['email', 'phone']",1 private bath,1000.0,Rebecca Dinah,15511076,1.0,private bath,15511076
2095,107767023,44,Bordeaux Maritime,100%,100%,Entire home/apt,21,25.0,"['email', 'phone']",1 bath,1000.0,Francois,16435635,1.0,bath,16435635
2096,9382960,0,Centre ville (Bordeaux),93%,94%,Entire home/apt,33,75.0,"['email', 'phone']",1.5 baths,1000.0,Kareen,16862833,1.5,baths,16862833
2097,9382960,1,Chartrons - Grand Parc - Jardin Public,93%,94%,Entire home/apt,21,68.0,"['email', 'phone']",1.5 baths,1000.0,Kareen,16862930,1.5,baths,16862930
2101,112498565,368,Chartrons - Grand Parc - Jardin Public,95%,100%,Entire home/apt,13,92.0,"['email', 'phone']",1 bath,332.0,Carole,16876353,1.0,bath,16876353
2103,35015112,192,Centre ville (Bordeaux),72%,100%,Entire home/apt,43,84.0,"['email', 'phone', 'work_email']",1 bath,747.0,Muriel,16448770,1.0,bath,16448770
2105,47967567,30,Villenave-d'Ornon,100%,100%,Entire home/apt,56,90.0,"['email', 'phone']",2 baths,1000.0,Marielle,16877065,2.0,baths,16877065
2106,4310833,24,Centre ville (Bordeaux),99%,100%,Entire home/apt,20,230.0,"['email', 'phone']",1 half-bath,280.0,Jean-Christophe,15598572,1.0,half-bath,15598572
2111,57292433,55,Le Bouscat,94%,100%,Entire home/apt,57,115.0,"['email', 'phone']",1 bath,639.0,Maylis Et Steeven,16476568,1.0,bath,16476568
2113,24113961,80,Bassens,69%,100%,Private room,28,40.0,"['email', 'phone']",1 shared bath,1000.0,Valerie,16889761,1.0,shared bath,16889761
2115,48153389,82,Saint-Mdard-en-Jalles,99%,100%,Entire home/apt,45,59.0,"['email', 'phone']",1 bath,1000.0,Sylvie,16893337,1.0,bath,16893337
2116,31155095,49,Floirac,99%,100%,Private room,17,45.0,"['email', 'phone']",2.5 shared baths,511.0,Juliette,16907361,2.5,shared baths,16907361
2117,31155095,93,Floirac,99%,100%,Private room,15,45.0,"['email', 'phone']",2.5 baths,511.0,Juliette,16907990,2.5,baths,16907990
2118,31155095,59,Floirac,99%,100%,Private room,13,45.0,"['email', 'phone']",2.5 baths,511.0,Juliette,16908249,2.5,baths,16908249
2121,75872659,11,Saint-Aubin-de-Mdoc,100%,100%,Entire home/apt,66,186.0,"['email', 'phone']",1.5 baths,1000.0,Pierre,16523607,1.5,baths,16523607
2123,64279174,14,Bordeaux Sud,71%,100%,Entire home/apt,38,120.0,"['email', 'phone']",2 baths,1000.0,Laurence,15672809,2.0,baths,15672809
2126,19612761,17,Chartrons - Grand Parc - Jardin Public,60%,100%,Private room,17,30.0,"['email', 'phone', 'work_email']",1 shared bath,830.0,Anne,16944489,1.0,shared bath,16944489
2128,108687825,116,Bordeaux Maritime,97%,100%,Private room,48,100.0,"['email', 'phone']",1 private bath,1000.0,Gérard,16526609,1.0,private bath,16526609
2129,23121837,133,Centre ville (Bordeaux),97%,100%,Entire home/apt,49,75.0,"['email', 'phone']",1 bath,803.0,Chantal,15698651,1.0,bath,15698651
2133,15168982,80,Saint Augustin - Tauzin - Alphonse Dupeux,83%,100%,Entire home/apt,32,85.0,"['email', 'phone']",1 bath,1000.0,Annie,16950546,1.0,bath,16950546
2136,11435564,23,Bordeaux Sud,91%,100%,Entire home/apt,47,95.0,"['email', 'phone']",2 baths,1000.0,Justine,16582450,2.0,baths,16582450
2140,102507990,464,La Bastide,98%,100%,Entire home/apt,40,127.0,"['email', 'phone']",1.5 baths,1000.0,Christine,16971140,1.5,baths,16971140
2141,65168117,197,Centre ville (Bordeaux),100%,100%,Entire home/apt,30,70.0,"['email', 'phone']",1 bath,1000.0,Veronique,16971260,1.0,bath,16971260
2142,62429225,1,Nansouty - Saint Gens,100%,100%,Entire home/apt,46,75.0,"['email', 'phone']",1 bath,413.0,Nathalie,16983093,1.0,bath,16983093
2143,20546645,37,Le Bouscat,46%,25%,Entire home/apt,28,214.0,"['email', 'phone']",2 baths,1000.0,Audrey,16608819,2.0,baths,16608819
2145,19838823,92,Centre ville (Bordeaux),62%,100%,Entire home/apt,33,120.0,"['email', 'phone']",1 bath,1000.0,Guillaume,15741246,1.0,bath,15741246
2147,101726530,185,Centre ville (Bordeaux),98%,100%,Entire home/apt,25,78.0,"['email', 'phone']",1 bath,1000.0,Hervé,15742000,1.0,bath,15742000
2148,101684074,73,Arago-La Chataigneraie,100%,100%,Private room,28,40.0,"['email', 'phone']",1 shared bath,289.0,Martine,15766517,1.0,shared bath,15766517
2149,109605916,37,Talence,100%,100%,Entire home/apt,48,65.0,"['email', 'phone']",1 bath,1000.0,Nicole,16610349,1.0,bath,16610349
2152,64728877,111,Centre ville (Bordeaux),97%,100%,Entire home/apt,21,40.0,"['email', 'phone']",1 bath,1000.0,Jean-Philippe Et Caroline,16624148,1.0,bath,16624148
2153,49647561,156,Caudran,100%,100%,Private room,32,32.0,"['email', 'phone']",1 private bath,789.0,Denise,16624686,1.0,private bath,16624686
2154,63741336,249,La Bastide,100%,100%,Entire home/apt,47,56.0,"['email', 'phone']",1 bath,1000.0,Marie,16990947,1.0,bath,16990947
2155,105821922,84,Caudran,96%,100%,Private room,16,38.0,"['email', 'phone']",1 private bath,1000.0,Anne,16991909,1.0,private bath,16991909
2156,7695475,10,Bruges,39%,78%,Entire home/apt,23,200.0,"['email', 'phone']",2 baths,1000.0,Yves,16995356,2.0,baths,16995356
2158,416984773,57,Ambs,100%,100%,Entire home/apt,31,257.0,"['email', 'phone']",1 bath,1000.0,Dany,51482362,1.0,bath,51482362
2159,18201665,20,Palmer-Gravires-Cavailles,75%,100%,Entire home/apt,39,110.0,"['email', 'phone']",1 bath,1000.0,Franck,16636774,1.0,bath,16636774
2160,55416872,165,Chartrons - Grand Parc - Jardin Public,100%,100%,Entire home/apt,26,65.0,['phone'],1 bath,456.0,Dalila,16647839,1.0,bath,16647839
2161,22749785,17,Bouliac,57%,100%,Entire home/apt,56,240.0,"['email', 'phone']",1 bath,1000.0,Marjorie,17010741,1.0,bath,17010741
2162,114129308,215,Arlac,91%,100%,Private room,17,29.0,"['email', 'phone']",1 shared bath,687.0,Patrick,17019181,1.0,shared bath,17019181
2164,12438323,9,Bgles,100%,100%,Entire home/apt,20,53.0,"['email', 'phone']",1 bath,1000.0,Martine,16653869,1.0,bath,16653869
2165,107357568,291,Bordeaux Sud,100%,93%,Private room,24,28.0,"['email', 'phone']",1 private 1 half-bath,176.0,Valerie,16669750,1.0,private 1 half-bath,16669750
2167,16164807,6,Saint Augustin - Tauzin - Alphonse Dupeux,69%,89%,Entire home/apt,51,200.0,['phone'],2 baths,1000.0,Julie,17216338,2.0,baths,17216338
2169,48153389,61,Saint-Mdard-en-Jalles,99%,100%,Entire home/apt,49,64.0,"['email', 'phone']",1 bath,1000.0,Sylvie,16690624,1.0,bath,16690624
2171,48653428,1,Le Burck,0%,0%,Private room,15,26.0,"['email', 'phone']",1 shared bath,342.0,Teddy,17029250,1.0,shared bath,17029250
2173,34831442,181,Centre ville (Bordeaux),95%,100%,Entire home/apt,40,270.0,"['email', 'phone']",2 baths,1000.0,Sylvie,17218507,2.0,baths,17218507
2177,28539343,48,Nansouty - Saint Gens,100%,100%,Entire home/apt,44,87.0,"['email', 'phone']",1.5 baths,1000.0,Christine,16704845,1.5,baths,16704845
2178,1453347,15,Centre ville (Bordeaux),100%,100%,Entire home/apt,46,142.0,"['email', 'phone']",1 bath,352.0,Sophie,16713661,1.0,bath,16713661
2180,16007268,248,Bordeaux Sud,98%,100%,Entire home/apt,28,134.0,"['email', 'phone']",1 bath,1000.0,Elodie,16738783,1.0,bath,16738783
2182,114306523,407,Centre ville (Bordeaux),99%,100%,Entire home/apt,26,80.0,"['email', 'phone']",1 bath,1000.0,Vincent,17035763,1.0,bath,17035763
2186,15502573,1,Gradignan,66%,90%,Entire home/apt,9,240.0,"['email', 'phone']",0 baths,299.0,Elsa,17230925,0.0,baths,17230925
2188,111369966,1,Le Taillan-Mdoc,0%,0%,Entire home/apt,36,400.0,"['email', 'phone']",2.5 baths,422.0,Melanie,16773181,2.5,baths,16773181
2189,17832583,124,Saint Augustin - Tauzin - Alphonse Dupeux,91%,87%,Entire home/apt,35,90.0,"['email', 'phone']",2 baths,40.0,Albane,16775140,2.0,baths,16775140
2190,18796190,149,Chartrons - Grand Parc - Jardin Public,99%,97%,Entire home/apt,31,318.0,"['email', 'phone']",2.5 baths,1000.0,Julie,16775915,2.5,baths,16775915
2193,114660169,158,Lormont,93%,0%,Private room,12,34.0,"['email', 'phone']",1 bath,1000.0,Julie,17086132,1.0,bath,17086132
2194,47902592,14,Centre ville (Bordeaux),72%,100%,Entire home/apt,14,150.0,"['email', 'phone']",1 bath,790.0,Lucas,17093134,1.0,bath,17093134
2199,48153389,58,Saint-Mdard-en-Jalles,99%,100%,Entire home/apt,50,64.0,"['email', 'phone']",1 bath,1000.0,Sylvie,16779550,1.0,bath,16779550
2200,111459370,49,Saint Augustin - Tauzin - Alphonse Dupeux,100%,100%,Entire home/apt,33,104.0,"['email', 'phone']",1.5 baths,1000.0,Maïder,16780820,1.5,baths,16780820
2202,32486742,387,Chartrons - Grand Parc - Jardin Public,100%,98%,Entire home/apt,29,59.0,"['email', 'phone']",1 bath,819.0,Sandra,17667308,1.0,bath,17667308
2204,77219553,48,Caudran,92%,100%,Entire home/apt,52,65.0,['phone'],1 bath,1000.0,Joëlle,17116231,1.0,bath,17116231
2206,76623047,4,Nos,88%,100%,Private room,59,65.0,"['email', 'phone']",1 shared bath,715.0,Emma,17674430,1.0,shared bath,17674430
2208,42790906,434,Sardine,100%,100%,Entire home/apt,45,50.0,"['email', 'phone']",1 bath,1000.0,Maryline,17118907,1.0,bath,17118907
2209,43859786,72,Saint-Mdard-en-Jalles,100%,100%,Private room,21,34.0,"['email', 'phone']",1 shared bath,953.0,Geneviève,17265330,1.0,shared bath,17265330
2212,43859786,24,Saint-Mdard-en-Jalles,100%,100%,Private room,14,36.0,"['email', 'phone']",1 bath,979.0,Geneviève,17280376,1.0,bath,17280376
2213,43859786,66,Saint-Mdard-en-Jalles,100%,100%,Private room,8,33.0,"['email', 'phone']",1 bath,980.0,Geneviève,17281091,1.0,bath,17281091
2214,43859786,26,Saint-Mdard-en-Jalles,100%,100%,Private room,17,35.0,"['email', 'phone']",1 bath,887.0,Geneviève,17281332,1.0,bath,17281332
2215,4310833,38,Centre ville (Bordeaux),99%,100%,Entire home/apt,22,140.0,"['email', 'phone']",1 bath,185.0,Jean-Christophe,17282927,1.0,bath,17282927
2216,5788399,34,Caudran,62%,100%,Private room,13,50.0,"['email', 'phone']",1 shared bath,759.0,Florence,17283126,1.0,shared bath,17283126
2218,5823643,117,Chartrons - Grand Parc - Jardin Public,91%,100%,Entire home/apt,57,607.0,"['email', 'phone']",5.5 baths,1000.0,Camille,17293029,5.5,baths,17293029
2220,28932700,240,Bordeaux Maritime,93%,100%,Entire home/apt,30,316.0,"['email', 'phone']",2 baths,1000.0,Jenny,17120056,2.0,baths,17120056
2221,55416872,164,Chartrons - Grand Parc - Jardin Public,100%,100%,Entire home/apt,26,65.0,['phone'],1 bath,334.0,Dalila,17137930,1.0,bath,17137930
2222,63641560,27,Centre ville (Bordeaux),100%,100%,Entire home/apt,50,117.0,"['email', 'phone', 'work_email']",1 bath,1000.0,Pierre,17294466,1.0,bath,17294466
2224,72691486,1,Chartrons - Grand Parc - Jardin Public,84%,60%,Entire home/apt,26,154.0,"['email', 'phone']",1.5 baths,1000.0,Arnaud,17147627,1.5,baths,17147627
2225,9382960,1,Chartrons - Grand Parc - Jardin Public,93%,94%,Entire home/apt,29,154.0,"['email', 'phone']",1.5 baths,1000.0,Kareen,17149320,1.5,baths,17149320
2228,13104169,14,Beutre,100%,100%,Entire home/apt,54,450.0,"['email', 'phone', 'work_email']",3 baths,1000.0,Valérie,17681621,3.0,baths,17681621
2229,11683637,69,Centre ville (Bordeaux),54%,90%,Entire home/apt,32,270.0,"['email', 'phone']",1 bath,1000.0,Uldrif,17309366,1.0,bath,17309366
2232,5451773,64,Chartrons - Grand Parc - Jardin Public,93%,100%,Private room,20,41.0,"['email', 'phone']",1 shared bath,745.0,Jennifer,17698994,1.0,shared bath,17698994
2234,113652523,73,Bordeaux Sud,100%,100%,Entire home/apt,12,123.0,"['email', 'phone']",1 bath,1000.0,Mathieu,17361779,1.0,bath,17361779
2238,113652523,139,Bordeaux Sud,100%,100%,Entire home/apt,11,153.0,"['email', 'phone']",1 bath,1000.0,Mathieu,17361958,1.0,bath,17361958
2239,98916421,24,Caudran,65%,100%,Entire home/apt,35,250.0,"['email', 'phone']",2 baths,1000.0,Sylvie,17706232,2.0,baths,17706232
2242,69783709,14,Chartrons - Grand Parc - Jardin Public,0%,100%,Private room,14,29.0,"['email', 'phone', 'work_email']",1 shared bath,520.0,Fabrice,17207215,1.0,shared bath,17207215
2245,117577856,61,Floirac,86%,100%,Entire home/apt,41,120.0,"['email', 'phone']",1 bath,1000.0,André,17392183,1.0,bath,17392183
2246,14640431,40,Nansouty - Saint Gens,100%,100%,Entire home/apt,33,55.0,"['email', 'phone']",1 bath,1000.0,Laurène,18053127,1.0,bath,18053127
2248,9382960,11,Centre ville (Bordeaux),93%,94%,Entire home/apt,27,377.0,"['email', 'phone']",2.5 baths,1000.0,Kareen,18063434,2.5,baths,18063434
2249,34521339,3,Saint Augustin - Tauzin - Alphonse Dupeux,40%,30%,Private room,31,37.0,"['email', 'phone']",1 private bath,1000.0,Christine,17708266,1.0,private bath,17708266
2250,34521339,7,Centre ville (Bordeaux),40%,30%,Private room,31,37.0,"['email', 'phone']",1 private bath,1000.0,Christine,17709038,1.0,private bath,17709038
2251,34521339,6,Saint Augustin - Tauzin - Alphonse Dupeux,40%,30%,Private room,31,37.0,"['email', 'phone']",1 private bath,1000.0,Christine,17709753,1.0,private bath,17709753
2252,34521339,7,Saint Augustin - Tauzin - Alphonse Dupeux,40%,30%,Private room,40,36.0,"['email', 'phone']",1 private bath,1000.0,Christine,17709959,1.0,private bath,17709959
2253,72691486,0,Centre ville (Bordeaux),84%,60%,Entire home/apt,28,151.0,"['email', 'phone']",2.5 baths,1000.0,Arnaud,17396637,2.5,baths,17396637
2254,23880158,55,Bordeaux Sud,100%,100%,Private room,41,53.0,"['email', 'phone']",1 private bath,540.0,Ananda,17709977,1.0,private bath,17709977
2258,9382960,0,Centre ville (Bordeaux),93%,94%,Entire home/apt,43,151.0,"['email', 'phone']",2.5 baths,1000.0,Kareen,17396639,2.5,baths,17396639
2259,124561073,169,Chartrons - Grand Parc - Jardin Public,94%,100%,Entire home/apt,26,80.0,"['email', 'phone']",1 bath,1000.0,Gisele,18087762,1.0,bath,18087762
2260,117611742,109,Bruges,96%,100%,Entire home/apt,28,90.0,"['email', 'phone']",1 bath,675.0,Marc Sandrine,17398255,1.0,bath,17398255
2261,124763981,195,Le Vallon-Les Echoppes,97%,100%,Entire home/apt,24,55.0,"['email', 'phone']",1 bath,744.0,Deborah,18110225,1.0,bath,18110225
2264,86031603,16,Saint-Aubin-de-Mdoc,98%,100%,Entire home/apt,31,120.0,"['email', 'phone']",2 baths,412.0,Cyril,17747471,2.0,baths,17747471
2266,115822692,44,La Bastide,100%,100%,Entire home/apt,19,70.0,"['email', 'phone']",1.5 baths,959.0,Christelle,17401224,1.5,baths,17401224
2268,11435564,57,Bordeaux Sud,91%,100%,Private room,35,40.0,"['email', 'phone']",1 shared bath,1000.0,Justine,17790233,1.0,shared bath,17790233
2272,102532967,143,Saint-Mdard-en-Jalles,81%,90%,Entire home/apt,50,180.0,"['email', 'phone']",2 baths,556.0,Julien,17402038,2.0,baths,17402038
2273,75247246,77,Bordeaux Maritime,100%,100%,Entire home/apt,36,78.0,"['email', 'phone']",1 bath,1000.0,Alessandro,18130315,1.0,bath,18130315
2275,114533565,13,Le Taillan-Mdoc,75%,100%,Entire home/apt,35,200.0,"['email', 'phone']",2 baths,1000.0,Charlene,17809259,2.0,baths,17809259
2282,12112563,0,Talence,83%,100%,Entire home/apt,47,200.0,"['email', 'phone']",2 baths,553.0,Vincent,17416722,2.0,baths,17416722
2285,117886572,522,Saint Augustin - Tauzin - Alphonse Dupeux,98%,100%,Entire home/apt,36,65.0,"['email', 'phone']",1.5 baths,1000.0,Dom Et Marianne,17426677,1.5,baths,17426677
2287,29869543,352,Bordeaux Maritime,99%,100%,Entire home/apt,59,175.0,"['email', 'phone']",1 bath,1000.0,Marc,18158853,1.0,bath,18158853
2290,6486165,31,Chartrons - Grand Parc - Jardin Public,96%,100%,Entire home/apt,34,175.0,"['email', 'phone']",2 baths,1000.0,Fabienne,17834007,2.0,baths,17834007
2292,9382960,4,Bordeaux Sud,93%,94%,Entire home/apt,25,139.0,"['email', 'phone']",1.5 baths,1000.0,Kareen,17834134,1.5,baths,17834134
2293,72691486,1,Caudran,84%,60%,Entire home/apt,26,244.0,"['email', 'phone']",1.5 baths,1000.0,Arnaud,17834137,1.5,baths,17834137
2295,72691486,3,Bordeaux Sud,84%,60%,Entire home/apt,24,139.0,"['email', 'phone']",1.5 baths,1000.0,Arnaud,17834138,1.5,baths,17834138
2299,121177657,9,Chemin Long,94%,100%,Entire home/apt,25,280.0,"['email', 'phone']",2 baths,521.0,Isabelle,18184415,2.0,baths,18184415
2301,4224956,47,Bordeaux Sud,88%,100%,Entire home/apt,29,71.0,"['email', 'phone', 'work_email']",1 bath,1000.0,Eric,18188788,1.0,bath,18188788
2302,9382960,2,Caudran,93%,94%,Entire home/apt,26,244.0,"['email', 'phone']",1.5 baths,1000.0,Kareen,17834207,1.5,baths,17834207
2307,122464407,25,Talence,100%,100%,Entire home/apt,46,120.0,"['email', 'phone']",1 bath,488.0,Ben,17883025,1.0,bath,17883025
2308,4224956,28,Bordeaux Sud,88%,100%,Shared room,29,24.0,"['email', 'phone', 'work_email']",1 shared bath,1000.0,Eric,18189397,1.0,shared bath,18189397
2309,22786741,54,Chartrons - Grand Parc - Jardin Public,83%,100%,Entire home/apt,17,72.0,"['email', 'phone']",1 bath,553.0,Nicolas,18203910,1.0,bath,18203910
2310,118236945,37,Centre ville (Bordeaux),73%,100%,Entire home/apt,24,80.0,"['email', 'phone']",1 bath,615.0,Karine,17495689,1.0,bath,17495689
2311,12734559,49,Bordeaux Sud,95%,100%,Entire home/apt,31,89.0,"['email', 'phone']",1 bath,960.0,Celine,18208690,1.0,bath,18208690
2316,18796190,273,Bordeaux Sud,99%,97%,Entire home/apt,31,98.0,"['email', 'phone']",1 bath,861.0,Julie,17917184,1.0,bath,17917184
2317,6926777,108,Chartrons - Grand Parc - Jardin Public,98%,67%,Entire home/apt,31,95.0,"['email', 'phone']",1 bath,630.0,Diane,17502352,1.0,bath,17502352
2319,125701379,78,Bordeaux Maritime,94%,100%,Entire home/apt,24,100.0,"['email', 'phone']",1 bath,548.0,Cécile,18208995,1.0,bath,18208995
2320,118632006,72,Chiquet-Fontaudin,100%,90%,Entire home/apt,37,400.0,"['email', 'phone']",5 baths,711.0,Charles,17503476,5.0,baths,17503476
2323,72109900,94,Gambetta-Mairie-Lissandre,85%,100%,Private room,17,28.0,"['email', 'phone']",1 private bath,692.0,Mathilde,17919576,1.0,private bath,17919576
2324,62427624,135,Centre ville (Bordeaux),96%,100%,Entire home/apt,18,179.0,"['email', 'phone']",2 baths,356.0,Nicole,17507942,2.0,baths,17507942
2325,123003111,3,Caudran,20%,100%,Entire home/apt,60,590.0,"['email', 'phone', 'work_email']",2 baths,943.0,Geraldine,17935247,2.0,baths,17935247
2326,125939433,172,Saint Augustin - Tauzin - Alphonse Dupeux,100%,100%,Entire home/apt,20,49.0,"['email', 'phone']",1 bath,246.0,Vincent,18232109,1.0,bath,18232109
2328,91417277,254,Bordeaux Sud,98%,96%,Entire home/apt,25,151.0,"['email', 'phone']",1 bath,1000.0,Olivier,18239616,1.0,bath,18239616
2329,121693194,41,Artigues-Prs-Bordeaux,55%,100%,Entire home/apt,31,100.0,"['email', 'phone']",1 bath,243.0,Carole,17940506,1.0,bath,17940506
2330,7517492,75,Bordeaux Sud,89%,100%,Private room,41,46.0,"['email', 'phone']",1 shared bath,1000.0,Violaine,17525784,1.0,shared bath,17525784
2331,71227373,93,Bordeaux Sud,67%,100%,Entire home/apt,27,55.0,"['email', 'phone']",1 bath,1000.0,Jerome,17942315,1.0,bath,17942315
2333,27860051,77,Chartrons - Grand Parc - Jardin Public,60%,20%,Entire home/apt,25,30.0,"['email', 'phone']",1 bath,1000.0,Karine,17529927,1.0,bath,17529927
2336,52683489,64,Centre ville (Bordeaux),88%,100%,Entire home/apt,55,357.0,"['email', 'phone']",2.5 baths,659.0,Stephane Et Amaïa,18244283,2.5,baths,18244283
2337,126096527,54,Talence,88%,100%,Entire home/apt,23,37.0,"['email', 'phone']",1 bath,357.0,Etienne,18248183,1.0,bath,18248183
2341,7691942,34,Caudran,58%,100%,Entire home/apt,24,65.0,"['email', 'phone']",1 bath,1000.0,Dorothée,17970099,1.0,bath,17970099
2343,116721244,163,Brivazac-Candau,100%,100%,Private room,22,35.0,"['email', 'phone']",1.5 baths,1000.0,Martine,17536412,1.5,baths,17536412
2344,100746378,51,Bordeaux Sud,100%,100%,Entire home/apt,24,60.0,"['email', 'phone']",1 bath,1000.0,Frederick,17989256,1.0,bath,17989256
2345,126376104,139,Saint Augustin - Tauzin - Alphonse Dupeux,23%,71%,Private room,20,45.0,"['email', 'phone']",1 shared bath,1000.0,Sébastien,18277422,1.0,shared bath,18277422
2346,126386455,22,Carbon-Blanc,51%,94%,Entire home/apt,32,80.0,"['email', 'phone']",1 bath,99.0,Sana,18278930,1.0,bath,18278930
2348,125579055,262,Le Vallon-Les Echoppes,99%,100%,Entire home/apt,28,40.0,"['email', 'phone']",1.5 baths,1000.0,Lynda,18281447,1.5,baths,18281447
